사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
Dec.24,9호선2~3단계,4132,석촌고분,172115 ,168061 ,46412 ,46435 
Dec.24,9호선2~3단계,4133,석촌,250626 ,222570 ,45678 ,39983 
Dec.24,9호선2~3단계,4134,송파나루,149251 ,158409 ,33645 ,35878 
Dec.24,9호선2~3단계,4135,한성백제,75349 ,66541 ,19857 ,18071 
Dec.24,9호선2~3단계,4136,올림픽공원(한국체대),234796 ,242432 ,30129 ,30419 
Dec.24,9호선2~3단계,4137,둔촌오륜,47770 ,45979 ,12870 ,13281 
Dec.24,9호선2~3단계,4138,중앙보훈병원,268583 ,228173 ,88074 ,85675 
Dec.24,우이신설선,4701,북한산우이,54522 ,47319 ,38698 ,40304 
Dec.24,우이신설선,4702,솔밭공원,48580 ,42537 ,30942 ,31543 
Dec.24,우이신설선,4703,4.19민주묘지,64183 ,62159 ,39233 ,35516 
Dec.24,우이신설선,4704,가오리,74371 ,70714 ,50435 ,52114 
Dec.24,우이신설선,4705,화계,59469 ,53989 ,49267 ,49071 
Dec.24,우이신설선,4706,삼양,37168 ,38267 ,30560 ,33551 
Dec.24,우이신설선,4707,삼양사거리,39679 ,39038 ,38113 ,37929 
Dec.24,우이신설선,4708,솔샘,132322 ,119852 ,43674 ,45564 
Dec.24,우이신설선,4709,북한산보국문,144506 ,130233 ,48725 ,47453 
Dec.24,우이신설선,4710,정릉,95889 ,84023 ,51534 ,48630 
Dec.24,우이신설선,4711,성신여대입구(돈암),78379 ,90163 ,34478 ,32986 
Dec.24,우이신설선,4712,보문,34545 ,34180 ,17140 ,17576 
Dec.24,우이신설선,4713,신설동,37889 ,38210 ,35186 ,30873 
Dec.24,신림선,4401,샛강,73860 ,108111 ,16106 ,15803 
Dec.24,신림선,4402,대방,80203 ,57448 ,21930 ,17593 
Dec.24,신림선,4403,서울지방병무청,65131 ,70702 ,27766 ,30154 
Dec.24,신림선,4404,보라매,104244 ,95272 ,28531 ,25943 
Dec.24,신림선,4405,보라매공원,46778 ,50477 ,18063 ,19427 
Dec.24,신림선,4406,보라매병원,160899 ,169561 ,59786 ,58342 
Dec.24,신림선,4407,당곡,105109 ,100531 ,43079 ,42711 
Dec.24,신림선,4408,신림,48019 ,58256 ,21180 ,23253 
Dec.24,신림선,4409,서원,81249 ,68485 ,26941 ,25749 
Dec.24,신림선,4410,서울대벤처타운,227034 ,201180 ,71166 ,70966 
Dec.24,신림선,4411,관악산(서울대),57130 ,56153 ,31464 ,31368 
